"kildefil","rutemonster","foreslatt-flate","legacy-gruppe","mulig-videresending","krever-rutevurdering","designstatus","tilgangsstatus"
"src/app/admin/spillere/[id]/turnering-kobling/page.tsx","/admin/spillere/[id]/turnering-kobling","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/[id]/workbench/page.tsx","/admin/spillere/[id]/workbench","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/ny/page.tsx","/admin/spillere/ny","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/spillere/page.tsx","/admin/spillere","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/stall/dag/page.tsx","/admin/stall/dag","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/discovery/page.tsx","/admin/talent/discovery","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/kohort/page.tsx","/admin/talent/kohort","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/page.tsx","/admin/talent","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/radar/page.tsx","/admin/talent/radar","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/region/page.tsx","/admin/talent/region","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/ressurser/page.tsx","/admin/talent/ressurser","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/sammenligning/page.tsx","/admin/talent/sammenligning","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/wagr-benchmark/page.tsx","/admin/talent/wagr-benchmark","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/talent/wagr-import/page.tsx","/admin/talent/wagr-import","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/team/ekstern/page.tsx","/admin/team/ekstern","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/team/inviter/page.tsx","/admin/team/inviter","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/team/page.tsx","/admin/team","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/teknisk-plan/page.tsx","/admin/teknisk-plan","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/tester/foreslatte/page.tsx","/admin/tester/foreslatte","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/tester/page.tsx","/admin/tester","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/tournaments/[id]/page.tsx","/admin/tournaments/[id]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/tournaments/dubletter/page.tsx","/admin/tournaments/dubletter","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/tournaments/ny/page.tsx","/admin/tournaments/ny","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/tournaments/page.tsx","/admin/tournaments","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/trackman/[sessionId]/page.tsx","/admin/trackman/[sessionId]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/trackman/page.tsx","/admin/trackman","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/turnering-kart/page.tsx","/admin/turnering-kart","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/turnering/page.tsx","/admin/turnering","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/uka/page.tsx","/admin/uka","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/varsler/page.tsx","/admin/varsler","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/videoer/page.tsx","/admin/videoer","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/workbench/[playerId]/page.tsx","/admin/workbench/[playerId]","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/workspace/notion/page.tsx","/admin/workspace/notion","agencyos","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/workspace/oppgaver/page.tsx","/admin/workspace/oppgaver","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/workspace/page.tsx","/admin/workspace","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/admin/workspace/prosjekter/page.tsx","/admin/workspace/prosjekter","agencyos","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/bankid/page.tsx","/auth/bankid","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/check-email/page.tsx","/auth/check-email","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/checkout-resume/page.tsx","/auth/checkout-resume","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/etter-innlogging/page.tsx","/auth/etter-innlogging","inngang-og-konto","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/forgot-password/page.tsx","/auth/forgot-password","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/guardian-consent/[token]/page.tsx","/auth/guardian-consent/[token]","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/logg-inn/page.tsx","/auth/logg-inn","inngang-og-konto","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/logget-ut/page.tsx","/auth/logget-ut","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/login/page.tsx","/auth/login","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/lyd-samtykke/[token]/page.tsx","/auth/lyd-samtykke/[token]","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/onboarding/forelder/page.tsx","/auth/onboarding/forelder","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/onboarding/page.tsx","/auth/onboarding","inngang-og-konto","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/reset-password/page.tsx","/auth/reset-password","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/samtykke-venter/page.tsx","/auth/samtykke-venter","inngang-og-konto","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/auth/signup/page.tsx","/auth/signup","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/barn/[childId]/page.tsx","/forelder/barn/[childId]","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/barn/page.tsx","/forelder/barn","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/bookinger/bekreftet/page.tsx","/forelder/bookinger/bekreftet","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/bookinger/ny/[barnId]/bekreft/page.tsx","/forelder/bookinger/ny/[barnId]/bekreft","forelder","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/bookinger/ny/[barnId]/page.tsx","/forelder/bookinger/ny/[barnId]","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/bookinger/ny/page.tsx","/forelder/bookinger/ny","forelder","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/bookinger/page.tsx","/forelder/bookinger","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/coach/page.tsx","/forelder/coach","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/fakturaer/page.tsx","/forelder/fakturaer","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/innstillinger/page.tsx","/forelder/innstillinger","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/okonomi/page.tsx","/forelder/okonomi","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/page.tsx","/forelder","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/samtykke/deling/[childId]/page.tsx","/forelder/samtykke/deling/[childId]","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/samtykke/page.tsx","/forelder/samtykke","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/ukerapport/page.tsx","/forelder/ukerapport","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/forelder/varsler/page.tsx","/forelder/varsler","forelder","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/gfgk-junior/gruppe/[gruppe]/page.tsx","/gfgk-junior/gruppe/[gruppe]","lag-og-skole","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/gfgk-junior/kalender/page.tsx","/gfgk-junior/kalender","lag-og-skole","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/gfgk-junior/page.tsx","/gfgk-junior","lag-og-skole","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/gfgk-junior/treningsplaner/page.tsx","/gfgk-junior/treningsplaner","lag-og-skole","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/gfgk-junior/veileder/[slug]/page.tsx","/gfgk-junior/veileder/[slug]","lag-og-skole","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/gfgk-junior/veileder/page.tsx","/gfgk-junior/veileder","lag-og-skole","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/[spillerId]/page.tsx","/innsyn/[spillerId]","delt-innsyn","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/page.tsx","/innsyn","delt-innsyn","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/discovery/page.tsx","/innsyn/talent/discovery","delt-innsyn","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/kohort/page.tsx","/innsyn/talent/kohort","delt-innsyn","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/page.tsx","/innsyn/talent","delt-innsyn","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/radar/page.tsx","/innsyn/talent/radar","delt-innsyn","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/region/page.tsx","/innsyn/talent/region","delt-innsyn","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/ressurser/page.tsx","/innsyn/talent/ressurser","delt-innsyn","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/sammenligning/page.tsx","/innsyn/talent/sammenligning","delt-innsyn","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/wagr-benchmark/page.tsx","/innsyn/talent/wagr-benchmark","delt-innsyn","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/innsyn/talent/wagr-import/page.tsx","/innsyn/talent/wagr-import","delt-innsyn","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/inviter/forelder/[token]/page.tsx","/inviter/forelder/[token]","inngang-og-konto","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/meg/dispatch/page.tsx","/meg/dispatch","personlig-arbeidsflate","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/meg/morgenbrief/page.tsx","/meg/morgenbrief","personlig-arbeidsflate","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/meg/page.tsx","/meg","personlig-arbeidsflate","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/offline/page.tsx","/offline","systemtilstand","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/onboard/coach/page.tsx","/onboard/coach","inngang-og-konto","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/onboard/klubb/page.tsx","/onboard/klubb","inngang-og-konto","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/live/[sessionId]/active/page.tsx","/portal/live/[sessionId]/active","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/live/[sessionId]/brief/page.tsx","/portal/live/[sessionId]/brief","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/live/[sessionId]/logger/page.tsx","/portal/live/[sessionId]/logger","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/live/[sessionId]/page.tsx","/portal/live/[sessionId]","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/live/[sessionId]/summary/page.tsx","/portal/live/[sessionId]/summary","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/live/[sessionId]/tapper/page.tsx","/portal/live/[sessionId]/tapper","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/runde/live/page.tsx","/portal/runde/live","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/runde/logg/page.tsx","/portal/runde/logg","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/tren/page.tsx","/portal/tren","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/tren/tester/[testId]/gjennomfor/page.tsx","/portal/tren/tester/[testId]/gjennomfor","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/tren/wb/[sessionId]/page.tsx","/portal/tren/wb/[sessionId]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(fullscreen)/tren/wb/page.tsx","/portal/tren/wb","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/agent-pipeline/page.tsx","/portal/agent-pipeline","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/coach/[coachId]/page.tsx","/portal/coach/[coachId]","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/coach/melding/[id]/page.tsx","/portal/coach/melding/[id]","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/coach/melding/[id]/vedlegg/page.tsx","/portal/coach/melding/[id]/vedlegg","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/coach/notes/page.tsx","/portal/coach/notes","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/coach/ovelser/[id]/rediger/page.tsx","/portal/coach/ovelser/[id]/rediger","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/coach/ovelser/ny/page.tsx","/portal/coach/ovelser/ny","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/coach/plans/[planId]/ny-okt/page.tsx","/portal/coach/plans/[planId]/ny-okt","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/coach/plans/[planId]/page.tsx","/portal/coach/plans/[planId]","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/mal/runder/[id]/fullfor/page.tsx","/portal/mal/runder/[id]/fullfor","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/mal/runder/[id]/shot-by-shot/page.tsx","/portal/mal/runder/[id]/shot-by-shot","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/mal/sg-hub/[club]/page.tsx","/portal/mal/sg-hub/[club]","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/mal/sg-hub/equipment/page.tsx","/portal/mal/sg-hub/equipment","playerhq","true","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/mal/sg-hub/page.tsx","/portal/mal/sg-hub","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/ny-okt/page.tsx","/portal/ny-okt","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/statistikk/page.tsx","/portal/statistikk","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/tren/[sessionId]/page.tsx","/portal/tren/[sessionId]","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/tren/aarsplan/page.tsx","/portal/tren/aarsplan","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/tren/fys-plan/[planId]/page.tsx","/portal/tren/fys-plan/[planId]","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/tren/tester/katalog/page.tsx","/portal/tren/tester/katalog","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/(legacy)/utfordringer/ny/page.tsx","/portal/utfordringer/ny","playerhq","true","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/ai/foresla-drill/page.tsx","/portal/ai/foresla-drill","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/ai/foresla-turnering/page.tsx","/portal/ai/foresla-turnering","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/ai/mal-bygger/page.tsx","/portal/ai/mal-bygger","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analyse/page.tsx","/portal/analyse","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analysere/datagolf/page.tsx","/portal/analysere/datagolf","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analysere/datagolf/stasjon/page.tsx","/portal/analysere/datagolf/stasjon","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analysere/historikk/page.tsx","/portal/analysere/historikk","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analysere/hull/page.tsx","/portal/analysere/hull","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analysere/page.tsx","/portal/analysere","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analysere/trackman/[id]/page.tsx","/portal/analysere/trackman/[id]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analysere/trackman/page.tsx","/portal/analysere/trackman","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/analysere/turneringer/page.tsx","/portal/analysere/turneringer","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/baneguide/[baneId]/hull/[nr]/page.tsx","/portal/baneguide/[baneId]/hull/[nr]","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/baneguide/[baneId]/page.tsx","/portal/baneguide/[baneId]","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/baneguide/page.tsx","/portal/baneguide","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/booking/[bookingId]/page.tsx","/portal/booking/[bookingId]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/booking/anlegg/[anleggId]/page.tsx","/portal/booking/anlegg/[anleggId]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/booking/bekreftet/page.tsx","/portal/booking/bekreftet","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/booking/coach/[coachId]/page.tsx","/portal/booking/coach/[coachId]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/booking/ny/bekreft/page.tsx","/portal/booking/ny/bekreft","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/booking/ny/page.tsx","/portal/booking/ny","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/booking/page.tsx","/portal/booking","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/ai/page.tsx","/portal/coach/ai","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/melding/ny/page.tsx","/portal/coach/melding/ny","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/melding/page.tsx","/portal/coach/melding","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/ovelser/page.tsx","/portal/coach/ovelser","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/page.tsx","/portal/coach","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/plans/page.tsx","/portal/coach/plans","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/sg-hub/page.tsx","/portal/coach/sg-hub","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/sporsmal/[id]/page.tsx","/portal/coach/sporsmal/[id]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/sporsmal/ny/page.tsx","/portal/coach/sporsmal/ny","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/sporsmal/page.tsx","/portal/coach/sporsmal","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/tilbakemelding/[oktId]/page.tsx","/portal/coach/tilbakemelding/[oktId]","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/tilbakemelding/page.tsx","/portal/coach/tilbakemelding","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/coach/videoer/page.tsx","/portal/coach/videoer","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/datagolf/page.tsx","/portal/datagolf","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/drills/[id]/page.tsx","/portal/drills/[id]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/drills/page.tsx","/portal/drills","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/fysisk/page.tsx","/portal/fysisk","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/gameplan/[baneId]/hull/[nr]/page.tsx","/portal/gameplan/[baneId]/hull/[nr]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/gameplan/[baneId]/page.tsx","/portal/gameplan/[baneId]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/gameplan/page.tsx","/portal/gameplan","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/gjennomfore/[id]/page.tsx","/portal/gjennomfore/[id]","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/gjennomfore/page.tsx","/portal/gjennomfore","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/kalender/opptatt/page.tsx","/portal/kalender/opptatt","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/kalender/page.tsx","/portal/kalender","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/bygger/page.tsx","/portal/mal/bygger","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/goal/[id]/page.tsx","/portal/mal/goal/[id]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/leaderboard/page.tsx","/portal/mal/leaderboard","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/page.tsx","/portal/mal","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/runder/[id]/hull/page.tsx","/portal/mal/runder/[id]/hull","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/runder/[id]/page.tsx","/portal/mal/runder/[id]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/runder/[id]/slag/page.tsx","/portal/mal/runder/[id]/slag","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/runder/ny/page.tsx","/portal/mal/runder/ny","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/runder/page.tsx","/portal/mal/runder","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/sg-hub/coach/[spillerId]/[club]/page.tsx","/portal/mal/sg-hub/coach/[spillerId]/[club]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/sg-hub/coach/[spillerId]/equipment/page.tsx","/portal/mal/sg-hub/coach/[spillerId]/equipment","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/sg-hub/coach/[spillerId]/page.tsx","/portal/mal/sg-hub/coach/[spillerId]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/trackman/[id]/page.tsx","/portal/mal/trackman/[id]","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/trackman/gapping/page.tsx","/portal/mal/trackman/gapping","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/mal/trackman/page.tsx","/portal/mal/trackman","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/abonnement/avbestill/page.tsx","/portal/meg/abonnement/avbestill","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/abonnement/faktura/[id]/page.tsx","/portal/meg/abonnement/faktura/[id]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/abonnement/fortsett/page.tsx","/portal/meg/abonnement/fortsett","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/abonnement/kort/ny/page.tsx","/portal/meg/abonnement/kort/ny","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/abonnement/oppgrader/flyt/page.tsx","/portal/meg/abonnement/oppgrader/flyt","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/abonnement/oppgrader/page.tsx","/portal/meg/abonnement/oppgrader","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/abonnement/page.tsx","/portal/meg/abonnement","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/bookinger/page.tsx","/portal/meg/bookinger","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/bookinger/reschedule/[bookingId]/page.tsx","/portal/meg/bookinger/reschedule/[bookingId]","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/dokumenter/page.tsx","/portal/meg/dokumenter","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/feedback/page.tsx","/portal/meg/feedback","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/foreldre/page.tsx","/portal/meg/foreldre","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/help/artikkel/[slug]/page.tsx","/portal/meg/help/artikkel/[slug]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/help/kategori/[slug]/page.tsx","/portal/meg/help/kategori/[slug]","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/help/kontakt/page.tsx","/portal/meg/help/kontakt","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/help/page.tsx","/portal/meg/help","playerhq","false","true","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/helse/page.tsx","/portal/meg/helse","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/helse/symptom/ny/page.tsx","/portal/meg/helse/symptom/ny","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/innstillinger/ai-coach/page.tsx","/portal/meg/innstillinger/ai-coach","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
"src/app/portal/meg/innstillinger/anlegg/page.tsx","/portal/meg/innstillinger/anlegg","playerhq","false","false","false","ikke-vurdert","ikke-verifisert"
